epoch,train_loss,train_acc,val_loss,val_acc
1,0.013764,0.332566,0.000871,0.333390
2,0.000457,0.333127,0.000246,0.333398
3,0.000166,0.333131,0.000139,0.333394
4,0.000089,0.333132,0.000076,0.333398
5,0.000058,0.333134,0.000050,0.333401
6,0.000042,0.333134,0.000037,0.333403
7,0.000034,0.333135,0.000032,0.333404
8,0.000030,0.333135,0.000027,0.333404
9,0.000027,0.333135,0.000025,0.333404
10,0.000024,0.333135,0.000022,0.333405
11,0.000027,0.333135,0.000022,0.333404
12,0.000023,0.333136,0.000020,0.333405
13,0.000022,0.333136,0.000020,0.333405
14,0.000021,0.333136,0.000020,0.333405
15,0.000021,0.333136,0.000021,0.333404
16,0.000020,0.333136,0.000019,0.333405
17,0.000020,0.333136,0.000018,0.333406
18,0.000019,0.333137,0.000021,0.333404
19,0.000019,0.333136,0.000021,0.333404
20,0.000018,0.333137,0.000018,0.333406
21,0.000018,0.333137,0.000018,0.333405
22,0.000018,0.333137,0.000019,0.333405
23,0.000017,0.333137,0.000018,0.333405
24,0.000017,0.333137,0.000018,0.333405
25,0.000017,0.333137,0.000017,0.333406
26,0.000016,0.333138,0.000017,0.333406
27,0.000016,0.333138,0.000018,0.333405
28,0.000016,0.333137,0.000017,0.333406
29,0.000016,0.333138,0.000019,0.333405
30,0.000016,0.333138,0.000017,0.333406
31,0.000015,0.333138,0.000016,0.333406
32,0.000015,0.333138,0.000019,0.333405
33,0.000015,0.333138,0.000018,0.333405
34,0.000015,0.333138,0.000017,0.333406
35,0.000015,0.333138,0.000016,0.333406
36,0.000015,0.333138,0.000016,0.333406
37,0.000015,0.333138,0.000016,0.333406
38,0.000014,0.333138,0.000016,0.333406
39,0.000014,0.333138,0.000016,0.333406
40,0.000014,0.333138,0.000016,0.333406
41,0.000014,0.333138,0.000017,0.333406
42,0.000014,0.333139,0.000016,0.333406
