epoch,train_loss,val_loss,fused_loss,seg_loss,rec_loss
1,0.003526,0.000015,0.000195,0.000558,0.016485
2,0.000147,0.000004,0.000008,0.000040,0.000670
3,0.000052,0.000003,0.000004,0.000015,0.000234
4,0.000028,0.000005,0.000004,0.000009,0.000121
5,0.000019,0.000004,0.000003,0.000009,0.000075
6,0.000013,0.000002,0.000003,0.000005,0.000052
7,0.000011,0.000002,0.000003,0.000004,0.000041
8,0.000008,0.000002,0.000003,0.000003,0.000031
9,0.000007,0.000002,0.000002,0.000003,0.000026
10,0.000006,0.000002,0.000002,0.000003,0.000022
11,0.000006,0.000002,0.000002,0.000003,0.000020
12,0.000005,0.000002,0.000002,0.000003,0.000018
13,0.000005,0.000004,0.000002,0.000002,0.000016
14,0.000005,0.000004,0.000002,0.000003,0.000016
15,0.000004,0.000002,0.000002,0.000002,0.000014
16,0.000004,0.000001,0.000002,0.000002,0.000014
17,0.000004,0.000001,0.000002,0.000002,0.000013
18,0.000004,0.000002,0.000001,0.000002,0.000012
19,0.000004,0.000001,0.000001,0.000002,0.000012
20,0.000003,0.000002,0.000001,0.000002,0.000011
21,0.000003,0.000001,0.000001,0.000002,0.000011
22,0.000003,0.000001,0.000001,0.000002,0.000011
23,0.000003,0.000001,0.000001,0.000002,0.000011
24,0.000003,0.000001,0.000001,0.000002,0.000010
25,0.000003,0.000002,0.000001,0.000002,0.000010
26,0.000003,0.000001,0.000001,0.000002,0.000010
27,0.000003,0.000001,0.000001,0.000002,0.000010
28,0.000003,0.000001,0.000001,0.000001,0.000010
29,0.000003,0.000001,0.000001,0.000001,0.000010
30,0.000003,0.000001,0.000001,0.000001,0.000009
31,0.000003,0.000001,0.000001,0.000001,0.000009
32,0.000003,0.000001,0.000001,0.000001,0.000009
33,0.000003,0.000001,0.000001,0.000001,0.000009
34,0.000003,0.000001,0.000001,0.000001,0.000009
35,0.000003,0.000002,0.000001,0.000001,0.000009
36,0.000003,0.000001,0.000001,0.000001,0.000009
37,0.000003,0.000001,0.000001,0.000001,0.000009
38,0.000003,0.000001,0.000001,0.000001,0.000009
39,0.000003,0.000001,0.000001,0.000001,0.000008
40,0.000003,0.000001,0.000001,0.000001,0.000008
41,0.000003,0.000001,0.000001,0.000001,0.000008
42,0.000002,0.000002,0.000001,0.000001,0.000008
43,0.000002,0.000001,0.000001,0.000001,0.000008
44,0.000002,0.000001,0.000001,0.000001,0.000008
45,0.000002,0.000002,0.000001,0.000001,0.000008
46,0.000002,0.000001,0.000001,0.000001,0.000008
47,0.000002,0.000001,0.000001,0.000001,0.000008
48,0.000002,0.000001,0.000001,0.000001,0.000008
49,0.000002,0.000001,0.000001,0.000001,0.000008
50,0.000002,0.000001,0.000001,0.000001,0.000008
51,0.000002,0.000001,0.000001,0.000001,0.000007
52,0.000002,0.000001,0.000001,0.000001,0.000008
53,0.000002,0.000001,0.000001,0.000001,0.000008
54,0.000002,0.000001,0.000001,0.000001,0.000008
55,0.000002,0.000002,0.000001,0.000001,0.000007
56,0.000002,0.000001,0.000001,0.000001,0.000008
57,0.000002,0.000001,0.000001,0.000001,0.000008
58,0.000002,0.000001,0.000001,0.000001,0.000007
59,0.000002,0.000001,0.000001,0.000001,0.000007
60,0.000002,0.000001,0.000001,0.000001,0.000007
