epoch,train_loss,val_loss,aux_w,fused_loss,seg_loss,rec_loss
0,0.197506,0.112849,1.00,0.070156,0.097665,0.029685
1,0.058924,0.045560,1.00,0.010704,0.022401,0.025819
2,0.046191,0.043544,1.00,0.009492,0.010909,0.025790
3,0.044414,0.045482,1.00,0.008859,0.009792,0.025763
4,0.043894,0.040808,1.00,0.008618,0.009523,0.025753
5,0.042767,0.041109,1.00,0.008156,0.008889,0.025722
6,0.042079,0.041469,1.00,0.007818,0.008553,0.025708
7,0.041739,0.040808,1.00,0.007639,0.008403,0.025697
8,0.041175,0.040815,1.00,0.007388,0.008096,0.025691
9,0.040945,0.038760,1.00,0.007286,0.007974,0.025685
10,0.040516,0.039506,1.00,0.007091,0.007742,0.025683
11,0.040411,0.041303,1.00,0.007025,0.007706,0.025680
12,0.039789,0.039278,1.00,0.006727,0.007385,0.025677
13,0.039722,0.041468,1.00,0.006701,0.007344,0.025677
14,0.039624,0.037964,1.00,0.006646,0.007302,0.025676
15,0.039263,0.037857,1.00,0.006473,0.007116,0.025674
16,0.039060,0.037769,1.00,0.006373,0.007012,0.025674
17,0.038974,0.037517,1.00,0.006336,0.006963,0.025674
18,0.038598,0.038003,1.00,0.006159,0.006765,0.025674
19,0.038586,0.037971,1.00,0.006152,0.006760,0.025673
20,0.022099,0.022049,0.50,0.005966,0.006593,0.025674
21,0.022040,0.021910,0.50,0.005930,0.006548,0.025674
22,0.022032,0.021970,0.50,0.005907,0.006574,0.025674
23,0.021833,0.021713,0.50,0.005777,0.006437,0.025675
24,0.021949,0.021407,0.50,0.005861,0.006502,0.025674
25,0.021679,0.021459,0.50,0.005662,0.006359,0.025674
26,0.021575,0.021547,0.50,0.005592,0.006292,0.025674
27,0.021474,0.021390,0.50,0.005532,0.006209,0.025674
28,0.021374,0.021147,0.50,0.005465,0.006146,0.025674
29,0.021354,0.022728,0.50,0.005449,0.006136,0.025674
30,0.021454,0.021004,0.50,0.005509,0.006216,0.025674
31,0.021292,0.021829,0.50,0.005408,0.006094,0.025674
32,0.021090,0.021689,0.50,0.005265,0.005976,0.025675
33,0.021124,0.021238,0.50,0.005289,0.005995,0.025674
34,0.020962,0.021282,0.50,0.005171,0.005910,0.025673
35,0.020807,0.021277,0.50,0.005084,0.005773,0.025673
36,0.020913,0.021971,0.50,0.005149,0.005854,0.025673
37,0.020685,0.020723,0.50,0.005005,0.005688,0.025673
38,0.020627,0.021134,0.50,0.004953,0.005674,0.025674
39,0.020549,0.020897,0.50,0.004908,0.005608,0.025674
40,0.004825,0.005561,0.00,0.004825,0.005620,0.025675
41,0.004798,0.005150,0.00,0.004798,0.005723,0.025678
42,0.004746,0.005336,0.00,0.004746,0.005794,0.025682
43,0.004749,0.005288,0.00,0.004749,0.005889,0.025686
44,0.004783,0.005157,0.00,0.004783,0.005956,0.025693
45,0.004673,0.005217,0.00,0.004673,0.005909,0.025691
46,0.004689,0.005831,0.00,0.004689,0.005996,0.025690
47,0.004618,0.005273,0.00,0.004618,0.006006,0.025683
48,0.004653,0.005373,0.00,0.004653,0.006080,0.025684
49,0.004512,0.005105,0.00,0.004512,0.006102,0.025687
50,0.004487,0.005707,0.00,0.004487,0.006201,0.025689
51,0.004525,0.005121,0.00,0.004525,0.006203,0.025689
52,0.004415,0.005227,0.00,0.004415,0.006120,0.025692
53,0.004350,0.005439,0.00,0.004350,0.006140,0.025693
54,0.004340,0.005246,0.00,0.004340,0.006321,0.025689
55,0.004318,0.005739,0.00,0.004318,0.006277,0.025694
56,0.004261,0.005470,0.00,0.004261,0.006371,0.025692
57,0.004336,0.005496,0.00,0.004336,0.006393,0.025695
58,0.004153,0.005334,0.00,0.004153,0.006370,0.025695
59,0.004217,0.005993,0.00,0.004217,0.006340,0.025698
60,0.004198,0.005915,0.00,0.004198,0.006485,0.025698
61,0.004090,0.005521,0.00,0.004090,0.006379,0.025702
62,0.004076,0.005658,0.00,0.004076,0.006558,0.025705
63,0.004127,0.006135,0.00,0.004127,0.006532,0.025708
64,0.003991,0.005637,0.00,0.003991,0.006599,0.025702
65,0.003919,0.006621,0.00,0.003919,0.006539,0.025700
66,0.003996,0.005567,0.00,0.003996,0.006849,0.025718
67,0.003934,0.006240,0.00,0.003934,0.006674,0.025709
68,0.003951,0.005361,0.00,0.003951,0.006720,0.025720
69,0.003879,0.006627,0.00,0.003879,0.006588,0.025714
70,0.003930,0.005510,0.00,0.003930,0.006809,0.025720
71,0.003893,0.006353,0.00,0.003893,0.006847,0.025709
72,0.003961,0.005834,0.00,0.003961,0.007036,0.025696
73,0.003791,0.006469,0.00,0.003791,0.007085,0.025700
74,0.003823,0.006969,0.00,0.003823,0.007099,0.025696
75,0.003727,0.006092,0.00,0.003727,0.007293,0.025704
76,0.003740,0.005973,0.00,0.003740,0.007017,0.025691
77,0.003722,0.005938,0.00,0.003722,0.009249,0.025697
78,0.003764,0.008254,0.00,0.003764,0.007552,0.025710
79,0.003674,0.007199,0.00,0.003674,0.007019,0.025700
